journal,impact_factor,quartile,jcr_quartile,cas_quartile,jif_rank,category,cas_top,open_access,source
International Journal for Equity in Health,4.1,JCR Q1 / CAS 2区,Q1,CAS 2区,50/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SSCI)",是,是,2025 CAS/JCR user table
"International Journal for History, Culture and Modernity",<0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,479/538,HISTORY(ESCI),否,否,2025 CAS/JCR user table
International Journal for Lesson and Learning Studies,待核实,CAS 4区,待核实,CAS 4区,,,否,否,2025 CAS/JCR user table
International Journal for Multiscale Computational Engineering,1.4,JCR Q3 / CAS 4区,Q3,CAS 4区,90/175,"ENGINEERING, MULTIDISCIPLINARY(SCIE);MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,3.6,JCR Q1 / CAS 2区,Q1,CAS 2区,42/171,"ENGINEERING, GEOLOGICAL(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);MECHANICS(SCIE)",否,否,2025 CAS/JCR user table
International Journal for Numerical Methods in Biomedical Engineering,2.4,JCR Q2 / CAS 4区,Q2,CAS 4区,36/136,"ENGINEERING, BIOMEDICAL(SCIE);MATHEMATICAL & COMPUTATIONAL BIOLOGY(SCIE);MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,2.9,JCR Q1 / CAS 3区,Q1,CAS 3区,26/136,"ENGINEERING, MULTIDISCIPLINARY(SCIE);MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,1.8,JCR Q2 / CAS 3区,Q2,CAS 3区,57/136,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(SCIE);MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE);MECHANICS(SCIE);PHYSICS, FLUIDS & PLASMAS(SCIE)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL FOR PARASITOLOGY,3.2,JCR Q1 / CAS 2区,Q1,CAS 2区,9/47,PARASITOLOGY(SCIE),否,否,2025 CAS/JCR user table
International Journal for Parasitology-Drugs and Drug Resistance,3.4,JCR Q1 / CAS 2区,Q1,CAS 2区,6/47,PARASITOLOGY(SCIE);PHARMACOLOGY & PHARMACY(SCIE),否,是,2025 CAS/JCR user table
International Journal for Parasitology-Parasites and Wildlife,2.2,JCR Q2 / CAS 3区,Q2,CAS 3区,21/47,ECOLOGY(SCIE);PARASITOLOGY(SCIE),否,是,2025 CAS/JCR user table
INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION,0.7,JCR N/A / CAS 3区,N/A,CAS 3区,N/A,PHILOSOPHY(AHCI);RELIGION(AHCI),否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,2.2,JCR Q2 / CAS 4区,Q2,CAS 4区,58/124,HEALTH CARE SCIENCES & SERVICES(SCIE);HEALTH POLICY & SERVICES(SSCI),否,否,2025 CAS/JCR user table
International Journal for Quality Research,1.0,JCR Q4 / CAS 4区,Q4,CAS 4区,59/69,"ENGINEERING, INDUSTRIAL(ESCI)",否,是,2025 CAS/JCR user table
International Journal for Research in Vocational Education and Training-IJRVET,1.7,JCR Q2 / CAS 4区,Q2,CAS 4区,260/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),否,是,2025 CAS/JCR user table
International Journal for Technology in Mathematics Education,0.4,JCR Q4 / CAS 4区,Q4,CAS 4区,77/86,"EDUCATION, SCIENTIFIC DISCIPLINES(ESCI)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL FOR THE ADVANCEMENT OF COUNSELLING,1.1,JCR Q4 / CAS 4区,Q4,CAS 4区,91/115,"PSYCHOLOGY, APPLIED(ESCI)",否,否,2025 CAS/JCR user table
International Journal for the History of Engineering & Technology,0.2,JCR Q4 / CAS 4区,Q4,CAS 4区,92/112,HISTORY & PHILOSOPHY OF SCIENCE(ESCI),否,否,2025 CAS/JCR user table
International Journal for the Psychology of Religion,1.5,JCR Q3 / CAS 3区,Q3,CAS 3区,113/221,"PSYCHOLOGY, MULTIDISCIPLINARY(SSCI);RELIGION(AHCI)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE,0.9,JCR Q3 / CAS 3区,Q3,CAS 3区,138/271,"SOCIAL SCIENCES, INTERDISCIPLINARY(ESCI)",否,否,2025 CAS/JCR user table
International Journal for the Study of Skepticism,0.1,JCR N/A / CAS 4区,N/A,CAS 4区,N/A,PHILOSOPHY(ESCI),否,否,2025 CAS/JCR user table
International Journal for the Study of the Christian Church,0.2,JCR N/A / CAS 3区,N/A,CAS 3区,N/A,RELIGION(ESCI),否,否,2025 CAS/JCR user table
International Journal for Uncertainty Quantification,1.8,JCR Q2 / CAS 4区,Q2,CAS 4区,57/136,"ENGINEERING, MULTIDISCIPLINARY(SCIE);MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL FOR VITAMIN AND NUTRITION RESEARCH,2.5,JCR Q3 / CAS 4区,Q3,CAS 4区,64/112,NUTRITION & DIETETICS(SCIE),否,否,2025 CAS/JCR user table
International Journal of Abdominal Wall and Hernia Surgery,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,249/312,SURGERY(ESCI),否,是,2025 CAS/JCR user table
International Journal of Academic Medicine,0.2,JCR Q4 / CAS 4区,Q4,CAS 4区,265/332,"MEDICINE, GENERAL & INTERNAL(ESCI)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF ACAROLOGY,1.0,JCR Q3 / CAS 3区,Q3,CAS 3区,69/110,ENTOMOLOGY(SCIE),否,否,2025 CAS/JCR user table
International Journal of Accounting,1.8,JCR Q3 / CAS 4区,Q3,CAS 4区,121/241,"BUSINESS, FINANCE(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Accounting and Information Management,4.9,JCR Q1 / CAS 3区,Q1,CAS 3区,97/420,MANAGEMENT(ESCI),否,否,2025 CAS/JCR user table
International Journal of Accounting Information Systems,6.0,JCR Q1 / CAS 2区,Q1,CAS 2区,17/241,"BUSINESS(SSCI);BUSINESS, FINANCE(SSCI);MANAGEMENT(SSCI)",否,否,2025 CAS/JCR user table
International Journal of Acoustics and Vibration,0.9,JCR Q4 / CAS 4区,Q4,CAS 4区,146/171,"ACOUSTICS(SCIE);ENGINEERING, MECHANICAL(SCIE);MECHANICS(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Ad Hoc and Ubiquitous Computing,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,225/258,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);TELECOMMUNICATIONS(SCIE)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,3.8,JCR Q2 / CAS 4区,Q2,CAS 4区,29/89,"AUTOMATION & CONTROL SYSTEMS(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES,3.5,JCR Q2 / CAS 3区,Q2,CAS 3区,75/175,"ENGINEERING, CHEMICAL(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Adolescence and Youth,2.2,JCR Q2 / CAS 3区,Q2,CAS 3区,40/94,"PSYCHOLOGY, DEVELOPMENTAL(ESCI)",否,是,2025 CAS/JCR user table
International Journal of Adult Education and Technology-IJAET,0.5,JCR Q4 / CAS 4区,Q4,CAS 4区,577/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),否,否,2025 CAS/JCR user table
International Journal of Advanced and Applied Sciences,0.5,JCR Q4 / CAS 4区,Q4,CAS 4区,104/135,MULTIDISCIPLINARY SCIENCES(ESCI),否,是,2025 CAS/JCR user table
International Journal of Advanced Computer Science and Applications,0.9,JCR Q3 / CAS 4区,Q3,CAS 4区,102/147,"COMPUTER SCIENCE, THEORY & METHODS(ESCI)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,3.1,JCR Q2 / CAS 3区,Q2,CAS 3区,33/89,"AUTOMATION & CONTROL SYSTEMS(SCIE);ENGINEERING, MANUFACTURING(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Advanced Robotic Systems,2.1,JCR Q3 / CAS 4区,Q3,CAS 4区,31/48,ROBOTICS(SCIE),否,是,2025 CAS/JCR user table
International Journal of Advances in Engineering Sciences and Applied Mathematics,0.8,JCR Q3 / CAS 4区,Q3,CAS 4区,116/175,"ENGINEERING, MULTIDISCIPLINARY(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Advertising,5.9,JCR Q1 / CAS 3区,Q1,CAS 3区,4/227,BUSINESS(SSCI);COMMUNICATION(SSCI),否,否,2025 CAS/JCR user table
International Journal of Aeroacoustics,1.3,JCR Q3 / CAS 4区,Q3,CAS 4区,33/55,"ACOUSTICS(SCIE);ENGINEERING, AEROSPACE(SCIE);MECHANICS(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Aeronautical and Space Sciences,1.4,JCR Q3 / CAS 4区,Q3,CAS 4区,31/55,"ENGINEERING, AEROSPACE(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Aerospace Engineering,1.2,JCR Q3 / CAS 4区,Q3,CAS 4区,38/55,"ENGINEERING, AEROSPACE(SCIE)",否,是,2025 CAS/JCR user table
International Journal of AEROSPACE Psychology,1.4,JCR Q3 / CAS 4区,Q3,CAS 4区,75/115,"PSYCHOLOGY, APPLIED(SSCI)",否,否,2025 CAS/JCR user table
International Journal of Affective Engineering,0.8,JCR Q4 / CAS 4区,Q4,CAS 4区,65/69,"ENGINEERING, INDUSTRIAL(ESCI)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES,0.2,JCR Q2 / CAS 3区,Q2,CAS 3区,265/538,HISTORY(AHCI),否,否,2025 CAS/JCR user table
International Journal of African Renaissance Studies,0.4,JCR Q3 / CAS 4区,Q3,CAS 4区,118/182,AREA STUDIES(ESCI),否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,1.8,JCR Q3 / CAS 4区,Q3,CAS 4区,26/48,"GERONTOLOGY(SSCI);PSYCHOLOGY, DEVELOPMENTAL(SSCI)",否,否,2025 CAS/JCR user table
International Journal of Agricultural and Biological Engineering,2.2,JCR Q2 / CAS 3区,Q2,CAS 3区,9/20,AGRICULTURAL ENGINEERING(SCIE),否,是,2025 CAS/JCR user table
International Journal of Agricultural and Environmental Information Systems,0.4,JCR Q4 / CAS 4区,Q4,CAS 4区,171/175,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Agricultural and Statistical Sciences,0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,90/94,"AGRICULTURE, MULTIDISCIPLINARY(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Agricultural Sustainability,2.9,JCR Q1 / CAS 2区,Q1,CAS 2区,21/94,"AGRICULTURE, MULTIDISCIPLINARY(SCIE);GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY(SCIE)",否,是,2025 CAS/JCR user table
International Journal of Agriculture and Natural Resources,0.5,JCR Q4 / CAS 4区,Q4,CAS 4区,75/94,"AGRICULTURE, MULTIDISCIPLINARY(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Agronomy,1.5,JCR Q3 / CAS 4区,Q3,CAS 4区,68/129,AGRONOMY(ESCI),否,是,2025 CAS/JCR user table
International Journal of Air-Conditioning and Refrigeration,1.5,JCR Q3 / CAS 4区,Q3,CAS 4区,54/79,THERMODYNAMICS(ESCI),否,是,2025 CAS/JCR user table
International Journal of Alcohol and Drug Research,0.9,JCR Q4 / CAS 4区,Q4,CAS 4区,54/57,BEHAVIORAL SCIENCES(ESCI),否,是,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,0.5,JCR Q3 / CAS 4区,Q3,CAS 4区,334/483,MATHEMATICS(SCIE),否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS,0.2,JCR Q4 / CAS 4区,Q4,CAS 4区,267/303,LANGUAGE & LINGUISTICS(AHCI);LINGUISTICS(SSCI),否,否,2025 CAS/JCR user table
International Journal of Analysis and Applications,0.8,JCR Q2 / CAS 4区,Q2,CAS 4区,193/483,MATHEMATICS(ESCI),否,是,2025 CAS/JCR user table
International Journal of Analytical Chemistry,1.7,JCR Q3 / CAS 4区,Q3,CAS 4区,78/111,"CHEMISTRY, ANALYTICAL(SCIE)",否,是,2025 CAS/JCR user table
International Journal of Angiology,0.9,JCR Q4 / CAS 4区,Q4,CAS 4区,86/98,PERIPHERAL VASCULAR DISEASE(ESCI),否,否,2025 CAS/JCR user table
International Journal of Antennas and Propagation,1.1,JCR Q4 / CAS 4区,Q4,CAS 4区,294/366,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",否,是,2025 CAS/JCR user table
International Journal of Antimicrobial Agents,4.6,JCR Q1 / CAS 2区,Q1,CAS 2区,17/137,INFECTIOUS DISEASES(SCIE);MICROBIOLOGY(SCIE);PHARMACOLOGY & PHARMACY(SCIE),否,否,2025 CAS/JCR user table
International Journal of Applied and Basic Medical Research,0.8,JCR Q3 / CAS 4区,Q3,CAS 4区,192/332,"MEDICINE, GENERAL & INTERNAL(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Applied Behavioral Economics,0.4,JCR Q4 / CAS 4区,Q4,CAS 4区,530/617,ECONOMICS(ESCI),否,否,2025 CAS/JCR user table
International Journal of Applied Ceramic Technology,2.3,JCR Q2 / CAS 4区,Q2,CAS 4区,13/33,"MATERIALS SCIENCE, CERAMICS(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Applied Earth Observation and Geoinformation,8.6,JCR Q1 / CAS 1区,Q1,CAS 1区,5/65,REMOTE SENSING(SCIE),是,是,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,153/171,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);MECHANICS(SCIE);PHYSICS, APPLIED(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Applied Geospatial Research,0.3,JCR Q4 / CAS 4区,Q4,CAS 4区,139/173,GEOGRAPHY(ESCI),否,否,2025 CAS/JCR user table
International Journal of Applied Glass Science,2.5,JCR Q2 / CAS 4区,Q2,CAS 4区,11/33,"MATERIALS SCIENCE, CERAMICS(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Applied Linguistics,1.7,JCR Q1 / CAS 3区,Q1,CAS 3区,74/303,EDUCATION & EDUCATIONAL RESEARCH(SSCI);LANGUAGE & LINGUISTICS(AHCI);LINGUISTICS(SSCI),否,否,2025 CAS/JCR user table
International Journal of Applied Management Science,0.5,JCR Q4 / CAS 4区,Q4,CAS 4区,382/420,MANAGEMENT(ESCI);OPERATIONS RESEARCH & MANAGEMENT SCIENCE(ESCI),否,否,2025 CAS/JCR user table
International Journal of Applied Mathematics & Statistics,0.3,JCR Q4 / CAS 4区,Q4,CAS 4区,328/343,"MATHEMATICS, APPLIED(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Applied Mathematics and Computer Science,1.2,JCR Q2 / CAS 4区,Q2,CAS 4区,141/343,"AUTOMATION & CONTROL SYSTEMS(SCIE);COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);MATHEMATICS, APPLIED(SCIE)",否,是,2025 CAS/JCR user table
International Journal of Applied Mechanics,2.6,JCR Q2 / CAS 3区,Q2,CAS 3区,71/171,MECHANICS(SCIE),否,否,2025 CAS/JCR user table
International Journal of Applied Metaheuristic Computing,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,192/204,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Applied Nonlinear Science,0.4,JCR Q4 / CAS 4区,Q4,CAS 4区,314/343,"MATHEMATICS, APPLIED(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Applied Pattern Recognition,0.8,JCR Q4 / CAS 4区,Q4,CAS 4区,186/204,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Applied Psychoanalytic Studies,0.4,JCR Q2 / CAS 4区,Q2,CAS 4区,11/22,"PSYCHOLOGY, PSYCHOANALYSIS(ESCI)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,3.0,JCR Q2 / CAS 3区,Q2,CAS 3区,98/204,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Architectural Computing,2.1,JCR N/A / CAS 4区,N/A,CAS 4区,N/A,ARCHITECTURE(ESCI),否,否,2025 CAS/JCR user table
International Journal of Architectural Heritage,2.4,JCR Q2 / CAS 3区,Q2,CAS 3区,79/183,"ARCHITECTURE(AHCI);CONSTRUCTION & BUILDING TECHNOLOGY(SCIE);ENGINEERING, CIVIL(SCIE)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,1.2,JCR Q2 / CAS 4区,Q2,CAS 4区,372/756,ART(AHCI);EDUCATION & EDUCATIONAL RESEARCH(SSCI),否,否,2025 CAS/JCR user table
International Journal of Art Therapy,1.5,JCR Q2 / CAS 2区,Q2,CAS 2区,84/173,"PSYCHOLOGY, CLINICAL(ESCI);REHABILITATION(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Artificial Intelligence in Education,8.5,JCR Q1 / CAS 2区,Q1,CAS 2区,15/175,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(ESCI)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,1.3,JCR Q3 / CAS 4区,Q3,CAS 4区,23/31,"ENGINEERING, BIOMEDICAL(SCIE);TRANSPLANTATION(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Arts and Technology,1.0,JCR Q4 / CAS 4区,Q4,CAS 4区,150/175,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Arts Management,0.6,JCR Q4 / CAS 4区,Q4,CAS 4区,368/420,"HUMANITIES, MULTIDISCIPLINARY(AHCI);MANAGEMENT(SSCI)",否,否,2025 CAS/JCR user table
International Journal of Asia Pacific Studies,0.4,JCR Q3 / CAS 3区,Q3,CAS 3区,184/271,"SOCIAL SCIENCES, INTERDISCIPLINARY(ESCI)",否,是,2025 CAS/JCR user table
International Journal of Asian Business and Information Management,1.1,JCR Q4 / CAS 4区,Q4,CAS 4区,250/316,BUSINESS(ESCI),否,否,2025 CAS/JCR user table
International Journal of Asian Studies,0.6,JCR N/A / CAS 4区,N/A,CAS 4区,N/A,ASIAN STUDIES(AHCI),否,否,2025 CAS/JCR user table
International Journal of Assessment Tools in Education,1.1,JCR Q3 / CAS 4区,Q3,CAS 4区,397/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),否,否,2025 CAS/JCR user table
International Journal of Astrobiology,1.0,JCR Q3 / CAS 4区,Q3,CAS 4区,74/107,"ASTRONOMY & ASTROPHYSICS(SCIE);BIOLOGY(SCIE);GEOSCIENCES, MULTIDISCIPLINARY(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Athletic Therapy & Training,0.4,JCR Q4 / CAS 4区,Q4,CAS 4区,124/133,SPORT SCIENCES(ESCI),否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF AUDIOLOGY,1.9,JCR Q2 / CAS 4区,Q2,CAS 4区,22/67,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY(SCIE);OTORHINOLARYNGOLOGY(SCIE),否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF AUDITING,1.4,JCR Q3 / CAS 3区,Q3,CAS 3区,148/241,"BUSINESS, FINANCE(SSCI)",否,否,2025 CAS/JCR user table
International Journal of Automation and Control,1.8,JCR Q3 / CAS 4区,Q3,CAS 4区,53/89,AUTOMATION & CONTROL SYSTEMS(ESCI),否,否,2025 CAS/JCR user table
International Journal of Automation Technology,0.8,JCR Q4 / CAS 4区,Q4,CAS 4区,80/89,AUTOMATION & CONTROL SYSTEMS(ESCI),否,是,2025 CAS/JCR user table
International Journal of Automotive And Mechanical Engineering,0.8,JCR Q4 / CAS 4区,Q4,CAS 4区,164/182,"ENGINEERING, MECHANICAL(ESCI)",否,是,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY,1.5,JCR Q3 / CAS 4区,Q3,CAS 4区,52/77,"ENGINEERING, MECHANICAL(SCIE);TRANSPORTATION SCIENCE & TECHNOLOGY(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Automotive Technology and Management,1.5,JCR Q4,Q4,待核实,49/61,TRANSPORTATION(ESCI),,,2025 CAS/JCR user table
International Journal of Autonomous and Adaptive Communications Systems,0.3,JCR Q4 / CAS 4区,Q4,CAS 4区,357/366,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI);ENGINEERING, ELECTRICAL & ELECTRONIC(ESCI);TELECOMMUNICATIONS(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Aviation Aeronautics and Aerospace,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,48/55,"ENGINEERING, AEROSPACE(ESCI)",否,是,2025 CAS/JCR user table
International Journal of Ayurvedic Medicine,0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,191/195,"MEDICINE, RESEARCH & EXPERIMENTAL(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Bank Marketing,6.9,JCR Q1 / CAS 2区,Q1,CAS 2区,38/316,BUSINESS(SSCI),否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT,2.7,JCR Q2 / CAS 3区,Q2,CAS 3区,33/94,"PSYCHOLOGY, DEVELOPMENTAL(SSCI)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,1.7,JCR Q3 / CAS 3区,Q3,CAS 3区,102/185,"PSYCHOLOGY, CLINICAL(SSCI)",否,否,2025 CAS/JCR user table
International Journal of Behavioral Nutrition and Physical Activity,5.5,JCR Q1 / CAS 1区,Q1,CAS 1区,6/87,NUTRITION & DIETETICS(SCIE);PHYSIOLOGY(SCIE),是,是,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,2.3,JCR Q2 / CAS 4区,Q2,CAS 4区,40/136,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE);MULTIDISCIPLINARY SCIENCES(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Bilingual Education and Bilingualism,2.5,JCR Q1 / CAS 2区,Q1,CAS 2区,37/303,EDUCATION & EDUCATIONAL RESEARCH(SSCI);LANGUAGE & LINGUISTICS(AHCI);LINGUISTICS(SSCI),否,否,2025 CAS/JCR user table
International Journal of Bilingualism,1.5,JCR Q2 / CAS 2区,Q2,CAS 2区,88/303,LANGUAGE & LINGUISTICS(AHCI);LINGUISTICS(SSCI),否,否,2025 CAS/JCR user table
International Journal of Bio-Inspired Computation,2.0,JCR Q2 / CAS 4区,Q2,CAS 4区,68/147,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE)",否,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,2.8,JCR Q3 / CAS 3区,Q3,CAS 3区,187/319,BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE),否,否,2025 CAS/JCR user table
International Journal of Biological Macromolecules,8.5,JCR Q1 / CAS 2区,Q1,CAS 2区,6/94,"BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CHEMISTRY, APPLIED(SCIE);POLYMER SCIENCE(SCIE)",是,否,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,2.0,JCR Q3 / CAS 4区,Q3,CAS 4区,120/177,BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);ONCOLOGY(SCIE),否,否,2025 CAS/JCR user table
International Journal of Biological Sciences,10.0,JCR Q1 / CAS 1区,Q1,CAS 1区,26/319,BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE),是,是,2025 CAS/JCR user table
International Journal of Biology and Chemistry,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,83/107,BIOLOGY(ESCI),否,否,2025 CAS/JCR user table
International Journal of Biomaterials,4.5,JCR Q2 / CAS 4区,Q2,CAS 4区,24/55,"MATERIALS SCIENCE, BIOMATERIALS(ESCI)",否,是,2025 CAS/JCR user table
International Journal of Biomathematics,2.0,JCR Q3 / CAS 2区,Q3,CAS 2区,37/67,MATHEMATICAL & COMPUTATIONAL BIOLOGY(SCIE),否,否,2025 CAS/JCR user table
International Journal of Biomedical Engineering and Technology,0.6,JCR Q4 / CAS 4区,Q4,CAS 4区,116/124,"ENGINEERING, BIOMEDICAL(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Biomedical Imaging,1.3,JCR Q4 / CAS 4区,Q4,CAS 4区,102/124,"ENGINEERING, BIOMEDICAL(ESCI)",否,是,2025 CAS/JCR user table
International Journal of Biomedicine,0.2,JCR Q4 / CAS 4区,Q4,CAS 4区,188/195,"MEDICINE, RESEARCH & EXPERIMENTAL(ESCI)",否,是,2025 CAS/JCR user table
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,2.6,JCR Q2 / CAS 3区,Q2,CAS 3区,35/87,BIOPHYSICS(SCIE);ENVIRONMENTAL SCIENCES(SCIE);METEOROLOGY & ATMOSPHERIC SCIENCES(SCIE);PHYSIOLOGY(SCIE),否,否,2025 CAS/JCR user table
International Journal of Biometrics,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,192/204,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(ESCI)",否,否,2025 CAS/JCR user table
International Journal of Bioprinting,6.0,JCR Q1 / CAS 2区,Q1,CAS 2区,24/124,"ENGINEERING, BIOMEDICAL(SCIE);MATERIALS SCIENCE, BIOMATERIALS(SCIE)",否,否,2025 CAS/JCR user table
International Journal of Biostatistics,1.2,JCR Q2 / CAS 4区,Q2,CAS 4区,79/167,MATHEMATICAL & COMPUTATIONAL BIOLOGY(SCIE);STATISTICS & PROBABILITY(SCIE),否,否,2025 CAS/JCR user table
International Journal of Bipolar Disorders,3.5,JCR Q1 / CAS 3区,Q1,CAS 3区,71/288,PSYCHIATRY(SCIE),否,是,2025 CAS/JCR user table
International Journal of Breast Cancer,3.0,JCR Q2 / CAS 4区,Q2,CAS 4区,144/326,ONCOLOGY(ESCI),否,是,2025 CAS/JCR user table
